hypothesis,comparison,group_1_mean_c,group_2_mean_c,directional_difference_c,welch_t_statistic,two_sided_p_value,cohens_d,conclusion
H1,1986–2015 minus 1956–1985,15.318311111111111,15.701441666666664,0.3831305555555531,10.500890994724513,3.207411521871447e-14,2.711318396193832,Supported
H2,Before 1900 minus 1950 onward,1.5236950113378684,0.10024621212121212,1.4234487992166562,18.193476839391938,1.9176400695733613e-39,1.8057864671968702,Supported
